"Date","Price","Open","High","Low","Vol.","Change %"
"Jul 23, 2019","65.30","64.70","65.70","64.64","10.60K","3.63%"
"Jul 22, 2019","63.01","63.22","64.30","62.91","8.11K","0.11%"
"Jul 19, 2019","62.94","62.68","63.45","62.68","13.20K","1.45%"
"Jul 18, 2019","62.04","62.31","62.56","62.00","7.75K","-0.61%"
"Jul 17, 2019","62.42","62.68","62.72","62.15","3.17K","-1.28%"
"Jul 16, 2019","63.23","61.71","63.53","61.36","17.53K","0.89%"
"Jul 15, 2019","62.67","62.32","62.76","61.65","6.25K","0.77%"
"Jul 12, 2019","62.19","61.31","63.01","61.31","7.50K","1.97%"
"Jul 11, 2019","60.99","61.18","61.19","60.66","7.53K","-0.31%"
"Jul 10, 2019","61.18","61.52","61.75","61.07","12.11K","-0.13%"
"Jul 09, 2019","61.26","62.14","62.14","60.79","90.54K","-1.43%"
"Jul 08, 2019","62.15","62.89","63.25","62.00","10.18K","-1.36%"
"Jul 05, 2019","63.01","62.95","63.44","62.67","3.58K","-0.02%"
"Jul 04, 2019","63.02","63.55","63.55","62.90","10.86K","-1.07%"
"Jul 03, 2019","63.70","63.54","64.16","62.98","4.95K","0.50%"
"Jul 02, 2019","63.38","64.56","64.56","63.00","8.92K","-2.61%"
"Jun 28, 2019","65.08","65.34","65.40","65.00","2.76K","0.32%"
"Jun 27, 2019","64.87","64.80","65.07","64.61","5.37K","0.92%"
"Jun 26, 2019","64.28","64.43","65.20","64.28","5.39K","0.28%"
"Jun 25, 2019","64.10","64.07","64.47","63.90","5.67K","-0.70%"
"Jun 24, 2019","64.55","64.35","64.72","64.14","2.79K","0.23%"
"Jun 21, 2019","64.40","64.08","64.97","64.08","3.93K","0.03%"
"Jun 20, 2019","64.38","63.87","64.68","63.73","6.66K","1.79%"
"Jun 19, 2019","63.25","62.78","63.48","62.78","4.77K","0.44%"
"Jun 18, 2019","62.97","62.75","63.66","62.75","7.94K","1.34%"
"Jun 17, 2019","62.14","61.79","62.47","61.79","6.19K","0.70%"
"Jun 14, 2019","61.71","61.37","61.90","60.64","5.05K","-0.10%"
"Jun 13, 2019","61.77","60.71","61.77","60.52","2.68K","1.36%"
"Jun 12, 2019","60.94","60.87","61.35","60.44","10.10K","-0.60%"
"Jun 11, 2019","61.31","61.02","61.67","61.02","14.26K","1.71%"
"Jun 10, 2019","60.28","60.45","60.82","60.26","3.74K","1.62%"
"Jun 07, 2019","59.32","58.42","59.58","58.20","5.73K","1.02%"
"Jun 06, 2019","58.72","59.22","59.22","58.16","3.57K","-0.54%"
"Jun 05, 2019","59.04","59.92","59.92","58.26","4.87K","-1.73%"
"Jun 04, 2019","60.08","59.02","60.27","59.02","10.73K","2.56%"
"Jun 03, 2019","58.58","57.60","58.95","57.40","6.97K","0.93%"
"May 31, 2019","58.04","57.76","58.91","57.76","15.83K","-2.11%"
"May 30, 2019","59.29","59.49","59.97","59.13","2.35K","-0.15%"
"May 29, 2019","59.38","60.35","60.35","59.22","6.20K","-1.62%"
"May 28, 2019","60.36","60.24","60.60","60.15","11.78K","0.35%"
"May 27, 2019","60.15","59.38","60.35","59.38","13.11K","1.50%"
"May 24, 2019","59.26","59.00","59.45","58.60","10.71K","0.97%"
"May 23, 2019","58.69","57.76","58.83","57.76","98.02K","-1.16%"
"May 22, 2019","59.38","59.66","59.70","59.20","7.86K","-0.45%"
"May 21, 2019","59.65","59.32","59.65","58.81","5.46K","-0.45%"
"May 17, 2019","59.92","59.64","60.16","59.39","3.40K","-0.13%"
"May 16, 2019","60.00","60.63","60.75","59.94","19.53K","-1.96%"
"May 15, 2019","61.20","60.15","61.45","59.60","22.47K","0.59%"
"May 14, 2019","60.84","61.76","61.76","60.49","31.05K","-0.43%"
"May 13, 2019","61.10","61.54","62.15","60.85","20.32K","-3.70%"
"May 10, 2019","63.45","63.79","64.27","62.11","34.10K","-1.52%"
"May 09, 2019","64.43","67.77","68.12","63.15","106.60K","-10.18%"
"May 08, 2019","71.73","72.33","72.37","71.73","3.00K","-0.69%"
"May 07, 2019","72.23","72.24","72.28","71.86","4.14K","-1.10%"
"May 06, 2019","73.03","71.18","73.04","70.94","15.11K","-0.71%"
"May 03, 2019","73.55","73.60","74.25","72.88","29.75K","-0.03%"
"May 02, 2019","73.57","73.09","73.92","72.62","13.04K","-0.11%"
"May 01, 2019","73.65","73.89","74.59","73.41","75.04K","-1.23%"
"Apr 30, 2019","74.57","73.91","75.00","73.79","10.45K","0.39%"
"Apr 29, 2019","74.28","73.95","74.60","73.95","5.82K","0.50%"
"Apr 26, 2019","73.91","73.46","73.91","72.92","6.65K","0.74%"
"Apr 25, 2019","73.37","74.44","74.44","73.28","14.01K","-3.00%"
"Apr 24, 2019","75.64","75.69","76.03","75.33","23.58K","-0.03%"
"Apr 23, 2019","75.66","75.15","75.71","74.95","7.23K","0.91%"
"Apr 22, 2019","74.98","75.73","75.75","74.89","50.83K","-1.08%"
"Apr 18, 2019","75.80","75.18","75.87","75.18","7.34K","1.74%"
"Apr 17, 2019","74.50","73.94","74.76","73.93","29.74K","1.33%"
"Apr 16, 2019","73.52","72.84","73.72","72.77","34.37K","1.93%"
"Apr 15, 2019","72.13","71.45","72.39","71.45","17.25K","-0.03%"
"Apr 12, 2019","72.15","71.77","72.30","71.77","15.27K","1.21%"
"Apr 11, 2019","71.29","71.78","71.78","71.27","7.53K","-0.22%"
