"Date","Price","Open","High","Low","Vol.","Change %"
"Feb 03, 2021","75.38","76.63","76.85","75.24","93.11K","-1.10%"
"Feb 02, 2021","76.22","75.76","77.71","75.47","116.69K","-1.13%"
"Feb 01, 2021","77.09","78.29","78.31","75.63","154.41K","1.17%"
"Jan 29, 2021","76.20","78.15","78.47","75.96","82.69K","-0.35%"
"Jan 28, 2021","76.47","77.08","77.98","76.08","120.09K","1.15%"
"Jan 27, 2021","75.60","77.98","77.98","75.17","133.23K","-3.29%"
"Jan 26, 2021","78.17","78.10","79.29","78.00","98.47K","-0.27%"
"Jan 25, 2021","78.38","78.77","79.30","77.43","61.35K","-0.39%"
"Jan 22, 2021","78.69","77.64","79.33","76.81","67.02K","0.04%"
"Jan 21, 2021","78.66","80.51","80.51","78.44","171.81K","-2.19%"
"Jan 20, 2021","80.42","79.91","81.00","78.30","138.62K","2.09%"
"Jan 19, 2021","78.77","79.44","79.57","78.18","76.49K","-0.11%"
"Jan 18, 2021","78.86","78.68","79.13","77.95","35.89K","0.22%"
"Jan 15, 2021","78.69","79.68","80.74","78.69","159.40K","-1.53%"
"Jan 14, 2021","79.91","79.30","80.45","78.82","360.01K","1.49%"
"Jan 13, 2021","78.74","79.60","80.45","78.74","209.02K","-0.74%"
"Jan 12, 2021","79.33","79.21","79.74","78.40","164.08K","0.44%"
"Jan 11, 2021","78.98","78.63","80.20","78.63","114.66K","-0.90%"
"Jan 08, 2021","79.70","81.11","81.31","78.57","181.06K","-3.63%"
"Jan 07, 2021","82.70","82.37","83.59","81.83","118.26K","0.10%"
"Jan 06, 2021","82.62","80.06","82.91","79.72","191.84K","2.62%"
"Jan 05, 2021","80.51","81.31","81.32","79.49","140.09K","-0.37%"
"Jan 04, 2021","80.81","78.15","81.04","78.15","245.61K","6.08%"
"Dec 31, 2020","76.18","76.84","76.96","75.60","83.56K","-1.08%"
"Dec 30, 2020","77.01","76.57","77.08","76.03","63.73K","0.48%"
"Dec 29, 2020","76.64","77.36","77.47","76.33","91.88K","-1.21%"
"Dec 24, 2020","77.58","76.65","77.61","76.55","53.54K","0.92%"
"Dec 23, 2020","76.87","76.73","77.49","76.66","34.05K","0.39%"
"Dec 22, 2020","76.57","78.48","78.69","76.38","99.98K","-1.86%"
"Dec 21, 2020","78.02","77.90","78.60","77.17","89.13K","0.92%"
"Dec 18, 2020","77.31","78.63","78.63","77.31","50.87K","-1.30%"
"Dec 17, 2020","78.33","77.87","79.10","77.65","228.84K","1.82%"
"Dec 16, 2020","76.93","75.77","76.98","75.40","170.18K","2.74%"
"Dec 15, 2020","74.88","74.60","75.79","74.27","86.37K","2.00%"
"Dec 14, 2020","73.41","75.04","75.55","73.41","112.13K","-2.33%"
"Dec 11, 2020","75.16","75.25","76.25","74.91","86.93K","-0.19%"
"Dec 10, 2020","75.30","76.08","76.88","75.25","53.92K","-1.86%"
"Dec 09, 2020","76.73","78.20","78.36","76.50","111.67K","-2.76%"
"Dec 08, 2020","78.91","79.51","79.51","78.10","93.55K","0.57%"
"Dec 07, 2020","78.46","76.37","79.52","76.20","100.20K","3.26%"
"Dec 04, 2020","75.98","76.44","76.62","75.56","91.67K","-0.84%"
"Dec 03, 2020","76.62","78.02","78.20","76.38","76.23K","-0.99%"
"Dec 02, 2020","77.39","77.79","78.30","77.08","101.98K","-0.60%"
"Dec 01, 2020","77.86","77.79","78.03","75.80","162.10K","1.84%"
"Nov 30, 2020","76.45","74.98","76.45","74.39","101.93K","0.99%"
"Nov 27, 2020","75.70","74.00","76.06","73.65","89.75K","0.15%"
"Nov 26, 2020","75.59","75.65","76.09","75.00","33.95K","0.68%"
"Nov 25, 2020","75.08","75.19","75.50","74.48","86.58K","1.79%"
"Nov 24, 2020","73.76","74.52","75.20","73.54","219.02K","-3.82%"
"Nov 23, 2020","76.69","79.73","79.97","76.61","96.01K","-4.70%"
"Nov 20, 2020","80.47","80.85","81.29","80.05","84.77K","0.49%"
"Nov 19, 2020","80.08","79.97","80.29","79.17","101.20K","-0.32%"
"Nov 18, 2020","80.34","84.06","84.06","80.34","140.85K","-4.83%"
"Nov 17, 2020","84.42","85.43","86.03","84.39","149.59K","-1.46%"
"Nov 16, 2020","85.67","85.28","86.27","84.97","58.60K","-0.70%"
"Nov 13, 2020","86.27","86.83","86.86","85.96","85.05K","0.89%"
"Nov 12, 2020","85.51","86.76","86.96","85.28","77.79K","-0.07%"
"Nov 11, 2020","85.57","83.67","85.77","82.70","112.74K","1.35%"
"Nov 10, 2020","84.43","85.58","85.82","83.53","253.17K","-1.71%"
"Nov 09, 2020","85.90","83.01","86.33","81.50","258.98K","-3.42%"
"Nov 06, 2020","88.94","89.01","89.23","88.10","71.46K","0.29%"
"Nov 05, 2020","88.68","87.42","89.01","87.15","128.10K","3.62%"
"Nov 04, 2020","85.58","87.64","87.84","85.37","69.22K","-2.48%"
"Nov 03, 2020","87.76","85.75","88.52","85.61","127.16K","2.42%"
"Nov 02, 2020","85.69","84.25","85.90","83.23","133.02K","2.45%"
"Oct 30, 2020","83.64","80.85","83.81","80.85","137.67K","4.22%"
"Oct 29, 2020","80.25","78.26","81.85","78.26","100.76K","2.65%"
"Oct 28, 2020","78.18","80.52","80.52","77.70","83.16K","-3.66%"
"Oct 27, 2020","81.15","79.92","81.33","79.45","56.74K","2.04%"
"Oct 26, 2020","79.53","79.00","80.41","78.94","55.39K","0.28%"
"Oct 23, 2020","79.31","79.82","80.19","78.85","49.71K","-0.20%"
"Oct 22, 2020","79.47","79.80","80.06","78.74","60.57K","-1.44%"
"Oct 21, 2020","80.63","80.91","81.73","80.54","61.40K","0.44%"
"Oct 20, 2020","80.28","81.31","81.79","79.93","89.95K","-1.29%"
"Oct 19, 2020","81.33","83.21","83.29","81.30","38.66K","-1.54%"
"Oct 16, 2020","82.60","83.19","83.43","82.59","43.95K","-0.83%"
"Oct 15, 2020","83.29","83.52","84.13","82.81","45.38K","-1.14%"
"Oct 14, 2020","84.25","82.98","84.41","82.66","83.79K","2.22%"
"Oct 13, 2020","82.42","81.99","82.54","80.98","47.14K","-0.10%"
"Oct 09, 2020","82.50","82.64","82.74","81.22","87.97K","1.29%"
"Oct 08, 2020","81.45","81.54","82.15","81.04","34.22K","0.49%"
"Oct 07, 2020","81.05","81.12","82.04","80.88","58.08K","0.22%"
"Oct 06, 2020","80.87","84.21","84.51","80.82","85.63K","-3.32%"
"Oct 05, 2020","83.65","83.26","84.83","82.64","52.98K","0.81%"
"Oct 02, 2020","82.98","83.76","84.25","82.81","58.91K","-0.66%"
"Oct 01, 2020","83.53","85.28","85.28","83.24","76.69K","-1.66%"
"Sep 30, 2020","84.94","83.74","85.05","82.81","138.82K","0.91%"
"Sep 29, 2020","84.17","83.55","84.91","83.55","56.47K","1.34%"
"Sep 28, 2020","83.06","82.84","84.09","82.07","52.07K","1.12%"
"Sep 25, 2020","82.14","81.24","82.52","81.19","101.72K","0.34%"
"Sep 24, 2020","81.86","79.89","82.82","79.60","88.90K","1.78%"
"Sep 23, 2020","80.43","84.24","84.24","79.82","152.73K","-4.59%"
"Sep 22, 2020","84.30","85.13","85.48","83.37","65.56K","-0.61%"
"Sep 21, 2020","84.82","84.26","85.26","83.51","174.29K","-0.93%"
"Sep 18, 2020","85.62","87.94","88.00","85.20","133.70K","-1.92%"
"Sep 17, 2020","87.30","87.10","87.81","86.50","57.72K","-1.48%"
